"","N_SQ_VO","VOIE_ID"
"91217","750002906","7392"
"91221","750002853","7520"
"91237","750002722","8935"
"91260","750002555","9676"
"91272","750002264","Y651"
"91276","750002265","Y671"
"91278","750005345","Y703"
"91280","750005411","337"
"91290","750005421","453"
"91319","750005301","2566"
"91402","750005285","3737"
"91420","750007278","3949"
"91428","750007001","1536"
"91441","750005265","3206"
"91456","750005211","6854"
"91480","750005333","2810"
"91487","750006947","1306"
"91496","750005290","3915"
"91507","750005299","4095"
"91531","750006580","5722"
"91550","750006975","6017"
"91551","750005219","7227"
"91559","750007025","7424"
"91571","750005407","268"
"91589","750005375","2332"
"91636","750005303","2626"
"91641","750000330","3673"
"91831","750005151","7608"
"91852","750005153","7621"
"91886","750005158","7694"
"91911","750005155","7662"
"91914","750005154","7641"
"91929","750005157","7677"
"91941","750005247","5316"
"91974","750005071","847"
"91989","750006585","6784"
"92003","750005230","4810"
"92254","750005179","6087"
"92325","750005200","6322"
"92331","750005113","8129"
"92350","750005124","8527"
"92429","750006576","8603"
"92565","750005346","Y721"
"92575","750005436","Y151"
"92576","750005387","Y355"
"92577","750005361","213"
"92587","750005373","2241"
"92717","750005189","4612"
"92749","750005166","5803"
"92950","750005128","8573"
"93097","750005440","Y179"
"93102","750005349","Y741"
"93110","750005213","6924"
"93128","750005283","3699"
"93133","750005188","4559"
"93138","750005193","4730"
"93159","750005222","5516"
"93177","750005159","7735"
"93183","750005136","8796"
"93222","750005134","8696"
"93227","750007089","8560"
"93253","750005441","Y229"
"93257","750000200","Y552"
"93260","750006987","Y822"
"93261","750005067","9818"
"93305","750005350","Y780"
"93311","750006602","2547"
"93335","750005234","4878"
"93361","750005409","326"
"93368","750006928","8214"
"93372","750005175","6029"
"93376","750005257","4300"
"93385","750005220","7259"
"93398","750005138","9001"
"93404","750005389","Y409"
"93406","750005390","Y429"
"93408","750005424","Y469"
"93415","750005308","984"
"93421","750005377","2436"
"93435","750005282","3674"
"93452","750005317","1297"
"93466","750005203","6519"
"93477","750006604","486"
"93484","750005102","6174"
"93495","750005287","3787"
"93511","750005332","2746"
"93526","750006584","6132"
"93555","750005140","9263"
"93567","750005062","9702"
"93578","750005337","2966"
"93590","750005202","6409"
"93623","750005148","7482"
"93637","750005135","8723"
"93653","750005294","3993"
"93669","750005254","4180"
"93687","750007449","5976"
"93703","750007306","6602"
"93715","750008077","9088"
"93727","750005070","9930"
"93748","750005418","419"
"93754","750005392","514"
"93766","750005309","995"
"93771","750005235","4880"
"93781","750005284","3728"
"93797","750005156","7663"
"93805","750005416","411"
"93812","750005280","3639"
"93824","750006597","4109"
"93829","750005176","6030"
"93834","750007223","4416"
"93837","750007224","4469"
"93841","750007983","4986"
"93843","750005232","4824"
"93847","750005240","4972"
"93861","750005170","5922"
"93867","750007321","8175"
"93880","750005329","1797"
"93897","750006964","3968"
"93908","750005253","4147"
"93933","750005399","229"
"93954","750005226","5671"
"94037","750005173","6027"
"94071","750005126","8544"
"94161","750005209","6819"
"94191","750005103","6221"
"94197","750005163","5699"
"94219","750005353","Y794"
"94223","750006589","7293"
"94247","750005354","62"
"94268","750005358","172"
"94274","750005359","177"
"94276","750005402","241"
"94283","750005403","246"
"94324","750005410","328"
"94344","750005408","310"
"94347","750005414","393"
"94428","750006603","420"
"94509","750005420","446"
"94558","750005393","544"
"94576","750005394","647"
"94604","750005395","668"
"94621","750005396","693"
"94624","750005305","842"
"94646","750005306","857"
"94656","750007798","909"
"94675","750005310","1020"
"94678","750005314","1134"
"94731","750005316","1204"
"94785","750005318","1384"
"94802","750005325","1542"
"94828","750006598","1552"
"94843","750005328","1617"
"94883","750008014","1744"
"94901","750005368","2096"
"94947","750005370","2152"
"94959","750007801","2187"
"94983","750005374","2254"
"95074","750005381","2491"
"95188","750005405","257"
"95214","750005383","2525"
"95365","750005302","2601"
"95434","750005397","829"
"95604","750005398","831"
"95644","750005322","1414"
"95646","750005323","1437"
"95648","750005324","1441"
"95697","750005364","1936"
"95718","750005371","2198"
"95730","750005378","2437"
"95981","750005236","4881"
"96011","750005241","5005"
"96020","750005369","2147"
"96031","750005376","2340"
"96033","750005289","3840"
"96044","750005291","3957"
"96053","750005255","4270"
"96059","750005259","4401"
"96071","750005356","117"
"96075","750005223","5599"
"96107","750005174","6028"
"96115","750006583","6042"
"96126","750005195","6229"
"96132","750005204","6520"
"96151","750005104","7800"
"96189","750005417","412"
"96219","750005132","8634"
"96273","750005422","487"
"96299","750005066","9817"
"96388","750005264","3196"
"96418","750005269","3301"
"96431","750005270","3337"
"96461","750005272","3391"
"96474","750005330","2686"
"96493","750005190","4630"
"96514","750005210","6820"
"96517","750006586","6863"
"96539","750005227","5696"
"96582","750005212","6895"
"96746","750006599","2693"
"96762","750007533","2507"
"96775","750005165","5783"
"96792","750005181","6151"
"96923","750005205","6563"
"97013","750005206","6612"
"97066","750005214","6928"
"97079","750006588","7222"
"97094","750005119","8306"
"97192","750005120","8350"
"97210","750005400","235"
"97256","750005412","338"
"97300","750005415","404"
"97341","750005312","1073"
"97391","750005326","1564"
"97412","750005363","1933"
"97453","750005366","1957"
"97455","750006601","3017"
"97466","750005281","3641"
"97488","750005224","5622"
"97529","750005072","5945"
"97547","750005198","6274"
"97560","750005131","8624"
"97566","750005127","8559"
"97568","750005133","8636"
"97622","750006578","9135"
"97684","750005141","9264"
"97745","750005142","9344"
"97761","750005182","4451"
"97850","750005365","1952"
"97872","750005334","2867"
"97888","750005335","2892"
"97918","750005295","4015"
"97985","750005296","4035"
"97996","750006592","4405"
"98022","750006590","5434"
"98033","750005177","6031"
"98071","750005208","6791"
"98080","750005149","7483"
"98117","750005161","7771"
"98169","750005114","8173"
"98200","750005061","9488"
"98218","750005338","3097"
"98237","750005340","3141"
"98258","750005339","3140"
"98275","750005341","3176"
"98332","750007496","3208"
"98341","750000268","3232"
"98349","750006961","3245"
"98397","750005266","3256"
"98448","750005271","3347"
"98465","750005273","3445"
"98495","750005275","3469"
"98520","750005276","3479"
"98543","750005277","3486"
"98550","750005279","3637"
"98617","750000331","3812"
"98643","750005288","3824"
"98655","750005292","3978"
"98667","750006125","3977"
"98689","750006595","3979"
"98720","750005252","4118"
"98744","750005298","4086"
"98816","750006965","4146"
"98839","750007072","4150"
"98850","750006591","4197"
"98873","750005256","4288"
"98878","750005260","4433"
"98895","750005183","4459"
"98940","750005184","4467"
"98961","750005185","4503"
"98984","750007194","4400"
"98992","750005186","4516"
"99015","750005187","4523"
"99040","750007800","4536"
"99051","750006967","4780"
"99064","750005194","4732"
"99087","750005229","4767"
"99095","750005231","4819"
"99104","750000336","4851"
"99109","750005233","4843"
"99123","750005237","4887"
"99130","750007133","4917"
"99150","750005239","4968"
"99172","750005242","5112"
"99213","750005244","5202"
"99227","750005246","5297"
"99240","750005248","5331"
"99262","750005249","5419"
"99264","750005251","5489"
"99301","750005164","5754"
"99314","750007462","5747"
"99328","750005167","5903"
"99450","750008034","6034"
"99467","750005178","6085"
"99507","750005101","6172"
"99548","750005196","6234"
"99572","750006919","6260"
"99576","750005199","6276"
"99622","750005201","6362"
"99623","750007024","6708"
"99631","750005216","7063"
"99662","750006989","7105"
"99681","750005221","7264"
"99813","750005143","7294"
"99816","750005144","7346"
"99852","750005145","7393"
"99861","750005146","7398"
"99863","750005147","7431"
"99880","750006579","7751"
"99920","750005160","7761"
"99931","750005107","8031"
"99953","750007317","8040"
"99974","750005109","8077"
"99985","750005108","8076"
"100075","750005111","8113"
"100168","750005121","8368"
"100193","750005122","8412"
"100203","750005129","8598"
"100220","750008056","9089"
"100243","750005139","9132"
"100278","750005069","9833"
"100286","750005342","Y529"
"100287","750005307","978"
"100299","750005336","2925"
"100317","750005313","1091"
"100325","750005413","378"
"100335","750005315","1171"
"100344","750006600","2812"
"100349","750005245","5259"
"100358","750005063","9714"
"100362","750005064","9738"
"100365","750000316","5141"
"100372","750005215","6962"
"100382","750005357","152"
"100394","750005360","190"
"100416","750005406","261"
"100430","750005419","421"
"100441","750006946","1090"
"100448","750006991","1492"
"100455","750005367","2087"
"100469","750005382","2493"
"100487","750005404","255"
"100501","750005304","832"
"100532","750005380","2459"
"100545","750006593","3739"
"100557","750005355","66"
"100578","750005112","8116"
"100601","750005162","5697"
"100614","750006894","112"
"100628","750005311","1061"
"100644","750005319","1389"
"100659","750005191","4657"
"100664","750005225","5623"
"100694","750006930","8614"
"100705","750005261","4441"
"100712","750007108","1076"
"100724","750005300","2549"
"100743","750006587","6961"
"100751","750005105","7827"
"100777","750005267","3280"
"100804","750005274","3450"
"100836","750005278","3575"
"100862","750007071","3686"
"100868","750005238","4961"
"100882","750005168","5904"
"100895","750006582","5925"
"100908","750007450","5975"
"100914","750005180","6125"
"100926","750005217","7128"
"100947","750005110","8111"
"100954","750005116","8220"
"100963","750005123","8415"
"100991","750006981","8641"
"100999","750006982","9310"
"101008","750005344","Y649"
"101011","750006085","Y002"
"101052","750005991","1516"
"101108","750005764","4687"
"101126","750005642","6441"
"101138","750005932","7518"
"101160","750005551","8297"
"101168","750005480","9655"
"101181","750005806","3648"
"101188","750005644","6443"
"101202","750005536","9048"
"101203","750006616","8908"
"101212","750005502","9858"
"101279","750005681","7165"
"101283","750005630","8808"
"101296","750006016","681"
"101305","750005911","2001"
"101397","750005469","9437"
"101405","750005751","6940"
"101450","750006623","7307"
"101454","750005624","7808"
"101484","750005953","1208"
"101495","750005987","1422"
"101613","750005809","4230"
"101622","750005610","7546"
"101664","750005729","5444"
"101679","750005537","9049"
"101684","750005943","1065"
"101686","750005955","1224"
"101715","750005930","6838"
"101719","750005660","7308"
"101730","750005988","1423"
"101732","750005969","607"
"101758","750006031","785"
"101810","750005941","1033"
"101831","750005982","1315"
"101834","750006001","1671"
"101850","750005909","1964"
"101859","750005910","1980"
"101863","750005838","2185"
"101871","750006088","36"
"101993","750005894","2511"
"102028","750006006","194"
"102047","750006009","265"
"102073","750006040","348"
"102091","750005961","413"
"102114","750005897","2588"
"102140","750005912","2002"
"102165","750005915","2110"
"102260","750005895","2521"
"102268","750005807","4227"
"102297","750005824","4418"
"102312","750006012","641"
"102336","750005956","1225"
"102348","750005721","4993"
"102360","750005782","5782"
"102401","750005723","5224"
"102426","750005748","6911"
"102452","750005500","9813"
"102469","750005777","5760"
"102479","750005713","6018"
"102490","750005691","6575"
"102501","750006635","6930"
"102537","750005620","7707"
"102620","750005958","2222"
"102628","750005917","2654"
"102630","750005845","3660"
"102638","750005850","3749"
"102644","750005923","4859"
"102691","750005752","6941"
"102695","750005658","7300"
"102756","750005661","7309"
"102765","750005467","9402"
"102794","750005989","1424"
"102840","750005890","2445"
"102873","750005784","5842"
"102905","750005697","6725"
"102916","750005611","7547"
"102927","750005669","7940"
"102965","750005563","8556"
"103008","750005872","3087"
"103047","750005512","9597"
"103093","750005802","3556"
"103106","750005841","3649"
"103145","750005859","3922"
"103162","750005816","4280"
"103217","750005819","4290"
"103223","750005821","4335"
"103236","750005730","5471"
"103243","750005732","5509"
"103280","750005775","5733"
"103310","750005781","5779"
"103313","750006638","5900"
"103329","750005793","6005"
"103352","750005714","6045"
"103372","750005708","6166"
"103375","750005709","6177"
"103380","750005639","6372"
"103561","750005701","6768"
"103572","750006628","6777"
"103594","750005703","6781"
"103639","750005677","7103"
"103662","750005608","7519"
"103702","750005594","8026"
"103713","750005595","8073"
"103781","750005572","8772"
"104012","750005531","9026"
"104028","750005538","9050"
"104055","750005580","8835"
"104075","750006615","8880"
"104100","750005589","8909"
"104140","750005523","8949"
"104144","750005526","8976"
"104196","750005527","8989"
"104200","750005544","9272"
"104215","750005547","9299"
"104269","750005497","9775"
"104328","750005503","9867"
"104346","750002208","Y027"
"104352","750002210","Y041"
"104357","750002211","Y058"
"104359","750007103","252"
"104371","750003096","2755"
"104375","750002951","7209"
"104397","750003464","4097"
"104410","750003146","6002"
"104416","750002217","Y081"
"104424","750002218","Y083"
"104426","750003901","1572"
"104433","750006345","7602"
"104441","750002868","7645"
"104446","750006347","7652"
"104476","750003643","2854"
"104501","750006356","7212"
"104518","750003504","3937"
"104709","750003211","5488"
"104710","750006323","9107"
"104718","750002226","Y154"
"104728","750003683","2608"
"105182","750003063","6513"
"105319","750002230","Y167"
"105321","750002234","Y173"
"105323","750002232","Y170"
"105325","750002174","Y201"
"105338","750002175","Y202"
"105341","750002992","6965"
"105357","750004066","71"
"105362","750004057","503"
"105386","750003842","1707"
"105410","750003457","4054"
"105422","750003563","3352"
"105438","750003613","3128"
"105446","750003254","5132"
"105463","750003196","5378"
"105486","750003216","5538"
"105501","750002177","Y207"
"105506","750003109","6213"
"105516","750003218","5544"
"105575","750002478","Y753"
"105578","750002180","Y235"
"105581","750002257","Y245"
"105588","750000003","Y499"
"105589","750008047","2099"
"105594","750006962","Y830"
"105601","750007126","Y864"
"105606","750007452","Y912"
"105611","750007481","Y906"
"105622","750007772","Y922"
"105633","750008013","Y961"
"105638","750008068","Y973"
"105644","750008069","Y974"
"105655","750002195","Y330"
"105659","750004012","685"
"105666","750003712","2331"
"105671","750003967","881"
"105684","750003161","5667"
"105699","750003140","5963"
"105704","750003821","1986"
"105713","750003732","2439"
"105728","750002976","6877"
"105749","750002988","6943"
"105759","750002621","8659"
"105774","750002498","9790"
"105778","750007026","7466"
"105792","750003517","3484"
"105797","750003421","4308"
"105805","750003369","4458"
"105813","750006381","5751"
"105817","750002967","6849"
"105829","750002888","7338"
"105833","750002841","7457"
"105837","750002805","7742"
"105850","750002837","8039"
"105867","750002737","8303"
"105879","750002651","8944"
"105890","750002652","8954"
"105903","750002672","8470"
"105917","750002639","8725"
"105918","750002203","Y350"
"105927","750003913","1148"
"105954","750003744","2502"
"105967","750003588","2986"
"105975","750003260","5186"
"105994","750006110","7850"
"106015","750002942","7167"
"106024","750000211","2793"
"106031","750002624","8664"
"106050","750006317","9358"
"106083","750003513","3474"
"106085","750003631","2823"
"106101","750002785","8155"
"106105","750003607","3071"
"106111","750007028","8394"
"106122","750006322","8745"
"106134","750002572","9153"
"106144","750003496","3868"
"106160","750003505","3938"
"106192","750003303","4904"
"106206","750003239","4977"
"106209","750003116","5840"
"106220","750003044","6365"
"106230","750002971","6865"
"106232","750002953","7238"
"106244","750002844","7464"
"106263","750002847","7476"
"106274","750002675","8488"
"106290","750006320","8698"
"106295","750004095","250"
"106298","750003989","534"
"106308","750008059","1554"
"106316","750004065","54"
"106329","750002864","7604"
"106332","750002870","7653"
"106334","750002788","8164"
"106345","750003102","6186"
"106347","750003419","4286"
"106349","750007812","9094"
"106353","750006411","4111"
"106360","750003428","4343"
"106366","750005169","5911"
"106368","750003550","3272"
"106377","750003429","3939"
"106388","750007281","4406"
"106392","750003382","4499"
"106396","750007284","4924"
"106399","750006972","5915"
"106405","750003079","6062"
"106409","750003090","6110"
"106412","750008058","6173"
"106423","750002957","6808"
"106430","750002935","7121"
"106432","750006123","7429"
"106435","750002689","8782"
"106439","750002708","8828"
"106443","750004143","44"
"106450","750004078","137"
"106459","750004081","149"
"106513","750006478","249"
"106563","750004060","510"
"106581","750004063","525"
"106583","750003951","812"
"106651","750003978","993"
"106705","750003979","1015"
"106707","750003910","1132"
"106713","750003927","1247"
"106754","750006459","1289"
"106766","750003865","1824"
"106775","750003791","1838"
"106790","750003793","1845"
"106811","750003802","1873"
"106825","750003784","2285"
"106831","750003720","2371"
"106853","750006440","2440"
"106877","750004041","336"
"106919","750003673","2559"
"106926","750003997","587"
"107090","750004000","612"
"107425","750003866","1396"
"107500","750003478","3736"
"107544","750003425","4325"
"107556","750003975","965"
"107592","750003824","1999"
"107662","750003721","2384"
"107715","750006441","2456"
"107764","750003628","2807"
"107797","750004064","53"
"107804","750003589","2987"
"107848","750006387","5187"
"107952","750003689","2663"
"107973","750003246","4998"
"108019","750003141","5964"
"108121","750002843","7461"
"108195","750002824","7890"
"108248","750006338","8165"
"108369","750003996","576"
"108373","750003624","3225"
"108383","750003564","3354"
"108453","750006384","5552"
"108475","750003575","3398"
"108495","750003319","4614"
"108506","750003103","6187"
"108690","750003029","6745"
"108711","750003698","2708"
"108739","750002985","6932"
"108784","750004100","263"
"108894","750002676","8490"
"108909","750004003","630"
"108945","750003902","1576"
"109049","750003830","1637"
"109087","750003722","2391"
"109200","750003653","2898"
"109219","750003559","3318"
"109269","750003482","3771"
"109296","750003495","3867"
"109325","750003446","3984"
"109356","750003400","4155"
"109359","750003416","4248"
"109481","750003362","4403"
"109630","750003702","2751"
"109647","750003183","5790"
"109676","750003126","5912"
"109797","750003149","6033"
"109845","750003057","6433"
"109886","750003003","6582"
"109901","750002970","6864"
"109930","750002977","6878"
"110061","750002989","6944"
"110146","750006362","6997"
"110195","750002940","7142"
"110221","750002848","7488"
"110238","750002810","7758"
"110332","750002822","7857"
"110343","750002825","7897"
"110730","750002762","8057"
"110778","750002771","8092"
"110789","750006340","8218"
"110875","750002739","8317"
"110926","750002741","8320"
"110940","750002599","9359"
"110977","750002499","9791"
"111080","750002577","9183"
"111132","750002590","9309"
"111172","750002603","9387"
"111220","750003514","3475"
"111237","750003708","2798"
"111256","750003907","1119"
"111321","750003879","1438"
"111343","750003890","1495"
"111403","750006456","1499"
"111453","750003892","1504"
"111462","750003818","1966"
"111471","750003766","2137"
"111498","750003779","2233"
"111507","750003646","2866"
"111513","750003652","2886"
"111523","750003454","3999"
"111539","750006407","4316"
"111589","750003349","4344"
"111601","750003305","4915"
"111611","750003593","3005"
"111615","750003226","5597"
"111625","750003151","5607"
"111648","750002950","7219"
"111658","750003599","3042"
"111679","750002813","7786"
"111710","750002782","8143"
"111740","750006337","8156"
"111778","750003606","3072"
"111819","750002680","8552"
"111830","750002617","8626"
"111867","750002640","8747"
"111934","750002573","9154"
"111983","750002606","9413"
"112010","750006309","9865"
"112085","750006430","3216"
"112103","750003551","3273"
"112122","750003555","3287"
"112142","750003557","3299"
"112146","750003570","3377"
"112159","750003581","3414"
"112199","750003582","3421"
"112247","750003508","3463"
"112257","750003511","3470"
"112264","750003516","3480"
"112270","750006419","3577"
"112274","750003533","3581"
"112304","750003538","3602"
"112320","750006910","3616"
"112332","750003542","3626"
"112355","750000329","3628"
"112358","750003469","3703"
"112388","750003484","3810"
"112396","750008026","3834"
"112409","750006415","3847"
"112442","750003493","3850"
"112447","750003503","3929"
"112464","750003441","3967"
"112480","750003459","4060"
"112492","750000333","4129"
"112493","750008040","4368"
"112505","750003364","4429"
"112622","750006914","4470"
"112658","750003377","4485"
"112698","750003379","4488"
"112706","750003380","4493"
"112744","750006403","4508"
"112771","750003385","4522"
"112781","750003313","4587"
"112803","750003327","4653"
"112856","750003339","4731"
"112872","750003271","4765"
"112885","750003291","4847"
"112895","750003301","4892"
"112931","750003306","4925"
"112960","750003307","4936"
"112978","750003230","4950"
"112995","750003236","4970"
"113023","750003240","4978"
"113119","750003189","5318"
"113152","750003194","5368"
"113177","750003204","5446"
"113181","750003209","5484"
"113199","750003219","5545"
"113230","750003220","5550"
"113237","750003223","5566"
"113252","750003224","5568"
"113289","750003225","5573"
"113334","750003153","5619"
"113370","750003156","5643"
"113374","750003159","5652"
"113395","750003170","5719"
"113416","750006918","5718"
"113425","750003172","5727"
"113434","750006380","5738"
"113505","750003171","5744"
"113514","750003180","5774"
"113517","750003181","5777"
"113522","750006382","5776"
"113528","750007329","5819"
"113529","750003125","5897"
"113548","750003077","6057"
"113560","750003083","6069"
"113592","750003091","6114"
"113599","750003098","6136"
"113621","750003100","6179"
"113635","750003035","6255"
"113658","750003050","6404"
"113685","750003072","6551"
"113697","750003073","6553"
"113743","750006363","6691"
"113746","750003028","6737"
"113754","750002958","6827"
"113822","750002968","6850"
"113940","750002983","6907"
"113951","750002921","7032"
"113975","750002938","7098"
"113992","750002931","7100"
"114003","750002934","7112"
"114071","750002936","7124"
"114105","750002944","7177"
"114308","750002889","7339"
"114326","750002895","7352"
"114387","750002899","7371"
"114399","750006350","7377"
"114416","750002904","7389"
"114431","750002910","7423"
"114436","750002911","7434"
"114438","750002912","7433"
"114440","750002842","7458"
"114533","750002845","7465"
"114610","750006343","8034"
"114679","750002836","8037"
"114739","750006342","8054"
"114752","750002789","8170"
"114780","750002791","8186"
"114801","750002728","8254"
"114826","750002732","8283"
"114833","750002688","8783"
"114928","750006328","8829"
"115033","750002677","8510"
"115058","750002681","8569"
"115083","750002618","8628"
"115109","750002619","8646"
"115155","750002628","8684"
"115163","750002632","8699"
"115222","750002642","9103"
"115244","750002591","9316"
"115258","750002492","9755"
"115266","750002495","9769"
"115280","750002494","9772"
"115290","750002497","9773"
"115297","750002501","9797"
"115311","750002503","9821"
"115437","750002511","9855"
"115532","750002851","7507"
"115534","750007104","B141"
"115549","750003936","1310"
"115555","750003813","1938"
"115566","750004025","280"
"115581","750003440","3966"
"115590","750003358","4391"
"115595","750002666","8426"
"115617","750003577","3400"
"115620","750003045","6373"
"115632","750003896","1527"
"115644","750003033","6783"
"115663","750002952","7220"
"115669","750002827","7975"
"115674","750006313","9651"
"115684","750003412","4194"
"115688","750003309","4944"
"115694","750002920","7026"
"115701","750002736","8300"
"115710","750002512","9856"
"115723","750002140","Y550"
"115731","750002143","Y590"
"115739","750006479","272"
"115756","750006469","728"
"115760","750003904","1591"
"115770","750007029","8473"
"115779","750003565","3355"
"115803","750003523","3513"
"115811","750007193","4444"
"115825","750007127","4590"
"115830","750003184","5791"
"115838","750000284","6800"
"115858","750002979","6885"
"115871","750006341","7898"
"115879","750002415","9451"
"115893","750003908","1120"
"115903","750003609","3082"
"115908","750003583","3422"
"115920","750003528","3546"
"115933","750006417","3918"
"115943","750003466","4100"
"115949","750003407","4173"
"115993","750003363","4421"
"115999","750003325","4621"
"116001","750002959","6828"
"116012","750006357","7239"
"116020","750002790","8183"
"116048","750002702","9068"
"116062","750007152","8833"
"116074","750002620","8653"
"116080","750002633","8700"
"116095","750008039","258"
"116103","750002149","Y670"
"116254","750005869","3025"
"116270","750005698","6735"
"116275","750005552","8309"
"116277","750005477","754"
"116281","750005935","914"
"116289","750005667","7467"
"116292","750006612","8800"
"116301","750006015","673"
"116303","750005975","1267"
"116304","750006659","306"
"116311","750005834","4572"
"116327","750005813","4262"
"116335","750005710","6180"
"116343","750005875","2249"
"116350","750005927","6105"
"116354","750005612","7560"
"116357","750005633","6333"
"116376","750005532","9028"
"116385","750005534","9039"
"116388","750005484","9690"
"116432","750005475","9882"
"116439","750005545","9276"
"116442","750005785","5856"
"116494","750006634","6897"
"116511","750005972","620"
"116521","750006013","652"
"116546","750006024","755"
"116614","750006034","866"
"116641","750005934","900"
"116660","750005947","1112"
"116664","750005479","1266"
"116683","750005985","1411"
"116692","750005902","1776"
"116748","750005871","3047"
"116759","750005906","1883"
"116840","750005876","2251"
"116862","750005877","2294"
"116866","750005892","2486"
"116870","750006023","752"
"116887","750006025","757"
"116902","750005899","2622"
"116940","750005976","1268"
"116954","750005977","1283"
"117001","750005853","3795"
"117004","750005833","4550"
"117007","750005880","2329"
"117024","750005652","7224"
"117046","750005646","6449"
"117101","750005700","6760"
"117117","750005662","7355"
"117145","750005609","7530"
"117191","750005558","8425"
"117257","750006045","397"
"117302","750005962","434"
"117318","750005888","2404"
"117332","750005564","8583"
"117347","750005844","3659"
"117369","750005848","3735"
"117392","750005855","3833"
"117423","750005814","4263"
"117504","750006641","4435"
"117516","750005632","6299"
"117535","750005705","6821"
"117539","750006620","7911"
"117560","750006611","9372"
"117598","750005494","9734"
"117624","750005546","9277"
"117708","750005474","9492"
"117821","750005954","1209"
"117834","750005847","3714"
"117846","750005849","3746"
"117855","750005812","4244"
"117861","750005817","4282"
"117887","750005672","6983"
"117901","750005674","7003"
"117906","750005650","7199"
"117924","750006647","3026"
"117942","750005613","7562"
"117967","750005631","8295"
"117977","750005542","9158"
"118111","750005493","9731"
"118175","750005797","3228"
"118198","750005800","3465"
"118202","750005857","3884"
"118217","750006644","3914"
"118234","750005568","8667"
"118237","750006630","6202"
"118305","750005712","6259"
"118349","750005641","6426"
"118362","750005702","6775"
"118447","750005753","6956"
"118453","750005675","7022"
"118498","750005676","7083"
"118504","750005679","7148"
"118521","750005654","7233"
"118531","750005619","7703"
"118550","750005670","7985"
"118675","750005605","8285"
"118689","750005574","8801"
"118711","750005528","9020"
"118743","750005535","9040"
"118753","750005583","8852"
"118787","750005510","8916"
"118920","750005559","8433"
"118925","750005481","9663"
"118929","750006606","9778"
"119001","750005499","9808"
"119022","750005504","9871"
"119066","750007136","4996"
"119106","750005951","1199"
"119163","750005828","4510"
"119224","750005686","6501"
"119254","750006035","868"
"119262","750005931","7517"
"119266","750005754","4578"
"119273","750005942","1062"
"119274","750005820","4329"
"119286","750005770","4770"
"119292","750005579","8834"
"119293","750006649","1803"
"119295","750005771","4771"
"119297","750005520","8945"
"119308","750006022","715"
"119341","750005790","5959"
"119350","750005651","7217"
"119351","750005794","3156"
"119355","750007808","5712"
"119356","750005776","5735"
"119358","750005582","8850"
"119362","750005687","6502"
"119363","750005756","4580"
"119367","750005999","1632"
"119368","750005829","4512"
"119371","750005846","3684"
"119385","750006039","332"
"119406","750005937","944"
"119420","750005950","1192"
"119447","750005918","4128"
"119454","750005881","2342"
"119466","750006044","395"
"119471","750005757","4581"
"119488","750006000","1633"
"119514","750005746","6859"
"119536","750005788","5953"
"119541","750005830","4513"
"119569","750006089","55"
"119575","750006004","96"
"119584","750005966","501"
"119597","750005967","504"
"119613","750006018","691"
"119631","750006658","793"
"119660","750005974","1231"
"119671","750005980","1307"
"119680","750005984","1360"
"119697","750005993","1553"
"119707","750005996","1593"
"119723","750005900","1752"
"119744","750005903","1804"
"119767","750005904","1822"
"119789","750005916","2125"
"119802","750005889","2435"
"119823","750005959","400"
"119840","750005938","987"
"119855","750005978","1290"
"119863","750005981","1309"
"119867","750005983","1317"
"119870","750005851","3781"
"119883","750005769","4745"
"119894","750005717","4923"
"119919","750006020","698"
"119929","750006087","11"
"119932","750006657","1646"
"119962","750006651","2050"
"119969","750005840","2200"
"119977","750005887","2402"
"119992","750005964","440"
"120010","750005540","9101"
"120021","750005968","571"
"120039","750005491","9727"
"120117","750006631","5548"
"120131","750005758","4582"
"120174","750005759","4585"
"120180","750005738","5661"
"120187","750006637","5785"
"120190","750005690","6559"
"120326","750006014","670"
"120347","750005940","1023"
"120393","750005901","1761"
"120399","750005561","8507"
"120412","750005867","2790"
"120444","750006648","3136"
"120538","750005822","4356"
"120549","750006643","4574"
"120559","750005768","4744"
"120586","750005718","4934"
"120590","750005737","5641"
"120634","750006629","6130"
"120641","750005699","6754"
"120655","750005553","8335"
"120750","750005570","8737"
"120764","750005511","9575"
"120807","750005486","9692"
"120813","750005747","6866"
"120826","750006655","1216"
"120864","750006652","2129"
"120878","750005835","2131"
"120897","750005801","3549"
"120907","750005842","3655"
"120925","750005787","5950"
"120942","750006622","7292"
"120982","750006625","7487"
"120998","750006617","7573"
"121030","750005623","7798"
"121042","750005598","8118"
"121075","750005607","8293"
"121193","750005468","9428"
"121201","750005796","3198"
"121209","750005803","3597"
"121230","750005854","3818"
"121295","750005861","4062"
"121317","750006645","4063"
"121345","750005818","4283"
"121348","750005765","4712"
"121365","750005772","4772"
"121385","750005773","4795"
"121396","750005719","4947"
"121400","750005733","5530"
"121427","750005786","5886"
"121446","750005715","6078"
"121453","750005688","6510"
"121463","750005692","6646"
"121471","750005695","6674"
"121489","750006626","6697"
"121499","750005678","7136"
"121525","750005680","7157"
"121541","750005653","7226"
"121555","750005663","7369"
"121562","750005621","7744"
"121673","750005571","8769"
"121795","750005573","8785"
"121808","750005533","9036"
"121861","750005588","8901"
"122050","750005518","8927"
"122089","750005521","8946"
"122139","750005565","8607"
"122154","750005548","9301"
"122207","750006608","9037"
"122215","750005862","4091"
"122244","750004743","4074"
"122254","750004120","Y125"
